"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"12740","ENST00000368412","7_102_2490",2409,22.82,27.2,24.28,23.05,23.52,24.86,22.61,25.36,21.68,13.6,11.62,15.02,"ADAM15"
"12741","ENST00000357785","9_38_2810",2790,58.18,56.55,56.58,62.15,49.85,45.13,35.23,35.75,32.12,13.6,12.47,16.33,"NRP2"
"12742","ENST00000360409","7_798_3585",2805,58.18,56.55,56.58,62.15,49.85,45.13,35.23,36.25,32.12,13.6,12.47,16.33,"NRP2"
"12743","ENST00000412873","2_7_2728",2738,58.18,56.55,56.58,62.15,49.85,45.13,35.23,35.75,32.12,13.6,12.47,16.33,"NRP2"
"12744","ENST00000425244","6_32_1907",1898,17.39,19,17.34,20.07,18.82,20.8,20.99,15.28,20.66,13.53,9.54,10.73,"CUX1"
"12745","ENST00000408918","8_384_690",309,10.5,13,10,16,7,7,29.5,19,21,13.5,14,27.5,"CCNL2"
"12746","ENST00000369970","7_12_1515",1512,37.92,40,40.42,30.42,30.17,29.67,25.25,23.08,24.92,13.5,9.08,11.58,"CLCC1"
"12747","ENST00000396913","6_559_1225",671,24,27.5,31,24.5,23.5,27.5,23,16.5,21,13.5,6.5,10.5,"PHYH"
"12748","ENST00000368554","8_23_953",939,23.5,26,17,24,23,19,22,24,26,13.5,12,16,"PRAP1"
"12749","ENST00000326674","9_23_626",608,41.5,38.67,37.33,31.5,35.67,40.83,37.5,30.33,31.83,13.5,17.83,19.5,"PTPMT1"
"12750","ENST00000341541","7_463_1138",681,61,61.5,54.5,59,58.5,53.5,38,33,43.5,13.5,11,19,"THYN1"
"12751","ENST00000352327","5_159_657",503,54,39.5,40.5,49,43.5,41.5,25,29,33.5,13.5,10,17,"THYN1"
"12752","ENST00000409200","7_146_1022",881,19.67,26,24,19.67,21.17,21.5,23.5,15.67,17.67,13.5,16,12,"MMP19"
"12753","ENST00000399423","8_332_1394",1067,67,81,71,64,66.5,50.5,45.5,52,38.5,13.5,11,12.5,"TINF2"
"12754","ENST00000286523","9_2083_3919",1846,66.5,78,66,16.5,23.5,22,11.5,11.5,9,13.5,13.5,13,"ELMSAN1"
"12755","ENST00000283474","11_130_661",533,7.5,20.5,12.5,7.5,7.5,9,13,13,15.5,13.5,13,13,"UBALD1"
"12756","ENST00000225394","7_586_2533",1963,78,82,78,59,61.5,42,27,21.5,20.5,13.5,13,15.5,"GIT1"
"12757","ENST00000394869","7_508_2482",1991,78,82,78,59,61.5,42,27,21.5,20.5,13.5,13,15.5,"GIT1"
"12758","ENST00000397640","5_302_668",370,14.5,15,11.5,13.5,9.5,8.5,9.5,15,11.5,13.5,13,24.5,"TEN1"
"12759","ENST00000569284","1_262_628",370,14.5,15,11.5,13.5,9.5,8.5,9.5,15,11.5,13.5,13,24.5,NA
"12760","ENST00000324684","8_237_1068",837,19.5,26,22.5,16.5,19.5,14.5,20,13,17,13.5,13.5,22,"PRPSAP1"
"12761","ENST00000578921","5_245_827",590,47,68.5,57,52.5,67,52.5,47.5,34.5,34.5,13.5,17,6.5,"RAB31"
"12762","ENST00000393796","4_160_2383",2236,36.33,36.67,33,25.67,20.67,19.33,24.5,25.83,20.5,13.5,10.67,17.17,"PPAN-P2RY11"
"12763","ENST00000415784","6_573_1521",950,9,12,13.5,7,3,5.5,7,8,10,13.5,11,10.5,"ZNF101"
"12764","ENST00000316950","10_763_2617",1855,10.5,19.5,20,11,5,8,11.5,9.5,9,13.5,10,14,"ZNF569"
"12765","ENST00000255631","9_312_1389",1083,32.5,38.5,30.5,31,35,33.5,35,31,40.5,13.5,16,16,"HSPBP1"
"12766","ENST00000591844","5_67_1114",1055,5,7.5,7,8.5,2.5,3.5,10,16.5,13.5,13.5,10.5,14,"ZFP28"
"12767","ENST00000403525","5_241_6631",6433,126.5,123,133.5,124,124.5,107,48.5,51.5,65.5,13.5,11.5,16,"CAD"
"12768","ENST00000281382","10_172_829",661,33,24.5,21.5,23,22.5,30.5,20.5,26.5,26,13.5,7,11.5,"PIGF"
"12769","ENST00000234256","3_505_1840",1344,25,33.5,21.5,27,22.5,20,20.5,17,12,13.5,7,13,"SLC1A4"
"12770","ENST00000377710","9_295_1321",1031,84,64,81,100,97,102,48.5,56,38.5,13.5,10,14.5,"MGME1"
"12771","ENST00000376105","4_106_553",449,121,167.5,81,17,6.5,8,11.5,14,11.5,13.5,7.5,7.5,"ID1"
"12772","ENST00000374385","9_179_1076",906,32.17,36.83,37.83,22.5,23.33,19.83,13.67,17,14,13.5,10,11.17,"UQCC1"
"12773","ENST00000614565","4_89_2837",2765,66,76.5,79.5,66,67,68.5,53,38,47.5,13.5,12.5,15.5,"CDH4"
"12774","ENST00000467148","1_71_8018",7965,29,32,28,34,31,19.5,17.5,21.5,20.5,13.5,17.5,22.5,"HELZ2"
"12775","ENST00000354216","10_44_1688",1658,46.5,50.5,46,38.5,41,46,29,44,31,13.5,14.5,26,"UCKL1"
"12776","ENST00000369908","9_301_1900",1613,46.5,50.5,47,38.5,41,46,29,43,31,13.5,14.5,26,"UCKL1"
"12777","ENST00000343605","4_1058_1850",795,25.5,37.5,41.5,12.5,17,17,18.5,21,17.5,13.5,12.5,22,"SLC35E4"
"12778","ENST00000383775","4_94_265",172,8,8.5,11,12.5,6,10,16.5,12.5,13,13.5,8.5,14.5,"DPH3"
"12779","ENST00000296473","7_551_2216",1669,28,42,35.5,27,25,22.5,26,36,32,13.5,20.5,23,"MON1A"
"12780","ENST00000273980","9_473_3128",2679,38.17,36.5,29.5,38.67,34.5,31.83,25.17,28.5,27.83,13.5,15,14.67,"TBCK"
"12781","ENST00000361687","8_354_2820",2488,34.67,34.5,27,36.17,33.5,31.33,23.17,27.5,26.33,13.5,14,13.67,"TBCK"
"12782","ENST00000393766","6_218_704",491,50.5,49.5,42.5,40.5,38,41.5,24,20.5,19,13.5,7,9.5,"MSMO1"
"12783","ENST00000264933","8_101_674",580,33.37,31.7,35.25,28.62,28.12,23.92,16.58,16.15,16.95,13.5,12.17,10.25,"PDCD6"
"12784","ENST00000507528","5_65_632",574,33.37,31.7,35.25,28.62,28.12,23.92,16.58,16.15,16.95,13.5,12.17,10.25,"PDCD6"
"12785","ENST00000274473","6_268_3688",3445,78.5,69.5,73.5,56,60.5,51.5,38,34.5,24,13.5,16,11.5,"MEGF10"
"12786","ENST00000398514","7_373_2083",1723,32.5,34,31,28,33.5,39,27,25.5,24,13.5,14,9,"DPYSL3"
"12787","ENST00000304842","5_285_402",120,6.5,7.5,5,4,4,7.5,13.5,14,8,13.5,4.5,6.5,"TPST1"
"12788","ENST00000223398","10_385_3466",3098,71,74.5,78,63.5,53,58,14.5,18,12.5,13.5,11,16,"CLIP2"
"12789","ENST00000361545","9_385_3361",2992,70,74.5,78,63.5,53,57,14.5,18,12.5,13.5,11,16,"CLIP2"
"12790","ENST00000314787","7_127_1105",984,20.17,19.67,13.5,10.17,9.5,11.17,19.83,18,15.67,13.5,9.5,18.17,"PINX1"
"12791","ENST00000345117","2_373_655",282,14.5,13.5,10.5,12,11.5,13,16,23.5,17.5,13.5,16.5,16.5,"THAP1"
"12792","ENST00000544451","2_76_919",846,19.5,18.5,18,14.5,13,18,9,12,9.5,13.5,11.5,8,"PCMTD1"
"12793","ENST00000373896","7_362_1994",1645,113,127,123,92,71.5,88.5,53,56.5,38,13.5,15.5,24,"PHF19"
"12794","ENST00000556551","2_1139_1310",175,3.1,4.53,5.1,2.97,1.53,2.93,4.88,6.63,7,13.42,10.18,11.86,"RP5-1021I20.4"
"12795","ENST00000611055","4_224_893",673,32.75,29,28.08,25.67,26,21.83,23.42,29.58,26.5,13.42,8.42,16.25,"NTMT1"
"12796","ENST00000620048","5_339_2664",2347,15.33,22.67,16.83,20.33,16.67,20,10.67,10.67,5,13.33,7.33,3.33,"DENND1B"
"12797","ENST00000480484","5_15_612",606,43.17,45.33,52,47.5,37,43.5,35,37.33,39,13.33,10.5,21.67,"COMMD4"
"12798","ENST00000263753","8_204_1824",1627,28.5,27.1,18.74,28.44,17.29,25.48,17.74,16.47,12.69,13.33,6.62,9.14,"SGOL1"
"12799","ENST00000412997","5_416_1934",1524,28.5,26.85,18.49,28.19,17.29,25.48,17.74,16.47,12.44,13.33,6.62,9.14,"SGOL1"
"12800","ENST00000381441","7_181_952",782,20.83,24.33,19.67,21.33,21,20,18.17,20.83,14,13.33,11,14.33,"DCUN1D4"
"12801","ENST00000309395","6_202_850",655,12.5,9,15,16,18,12,19,12,17,13.33,11,7,"MOB1B"
"12802","ENST00000296402","9_860_2294",1450,20.17,24.33,20.67,26.17,27.91,27.66,23.5,24.67,19.42,13.33,8.67,14.17,"CAMK2D"
"12803","ENST00000394522","7_496_1972",1493,20.17,24.33,20.67,26.17,27.91,28,23.5,24.67,19.42,13.33,8.67,14.17,"CAMK2D"
"12804","ENST00000505990","5_116_1652",1554,20.17,24.83,20.42,26.17,27.66,28,24,24.67,19.17,13.33,8.67,14.17,"CAMK2D"
"12805","ENST00000395952","7_164_1838",1693,28,40.33,35.67,38,31.17,36.83,40.5,44.33,36.17,13.33,14,20.5,"ABHD16A"
"12806","ENST00000440843","2_303_1878",1592,26,30.33,29.67,30,27.17,32.83,32.5,39.33,31.17,13.33,14,16.5,"ABHD16A"
"12807","ENST00000354230","7_859_940",81,24.67,22,22,21.33,21.33,21.33,15.67,13.67,12.33,13.33,11.33,18.33,"MCM7"
"12808","ENST00000442869","5_411_1056",651,6.67,7.5,7.33,2,3.33,4.67,6.33,8.17,5.83,13.33,12.83,12.83,"RCL1"
"12809","ENST00000542156","5_136_1225",1100,7.33,10.33,12.33,7.33,6.67,8.67,8.33,8,7.67,13.33,10.33,8.67,"MTMR1"
"12810","ENST00000466436","5_42_681",647,18.27,20.15,18.72,21.3,18.78,17.2,20.62,19.2,17.78,13.3,12,16.12,"CD99L2"
"12811","ENST00000552402","5_90_504",420,18.83,19.67,22.67,22.5,22.17,16.17,25,24.1,22.17,13.27,11.7,16.33,"C17orf49"
"12812","ENST00000465645","1_31_211",183,18.75,23.08,20.25,17.25,18.33,20.58,24.75,23.33,17.75,13.25,10.75,12.75,"ATPIF1"
"12813","ENST00000542495","5_511_1042",536,17.17,19.67,15.17,13.08,12.17,11,14.25,12,11.83,13.25,6.67,9.75,"ATPAF1"
"12814","ENST00000407246","6_877_1681",812,15.59,15.99,17.53,15.04,17.16,13.47,15.68,15.16,17.54,13.25,7.99,12.19,"SCP2"
"12815","ENST00000478631","6_3845_4505",667,15.19,18.99,16.93,14.44,16.96,13.07,15.28,14.76,17.14,13.25,7.79,11.39,"SCP2"
"12816","ENST00000430330","6_94_514",426,15.03,15.99,16.35,14.44,16.96,13.07,15.28,14.76,17.14,13.25,7.79,11.22,"SCP2"
"12817","ENST00000435345","6_54_483",435,15.03,15.99,16.35,14.44,16.96,13.07,15.28,14.76,17.14,13.25,7.79,11.22,"SCP2"
"12818","ENST00000528341","5_196_1708",1527,5.75,7.75,10.75,18.25,15.75,16.25,19.25,24.25,16.75,13.25,9.25,12,"NOX4"
"12819","ENST00000549424","1_145_277",135,35.08,32,32.67,32.17,35.33,31.42,35.08,35.33,25.83,13.25,10.83,18.83,"RP11-644F5.10"
"12820","ENST00000619722","4_475_4699",4252,53,64.25,53.95,48.15,40.75,38.35,19.65,16,15.9,13.25,10.85,10.35,"KIAA0586"
"12821","ENST00000347970","7_31_694",667,7,13.25,11.25,7.25,10.25,10.5,21,25,22,13.25,9.5,13.25,"TM2D3"
"12822","ENST00000285689","7_462_1758",1311,35.5,39.4,33.07,28.7,24.12,20.87,11.8,9.9,13.4,13.2,8.25,11.05,"GRAMD3"
"12823","ENST00000522938","5_338_1157",825,12,16.79,10.5,11.29,16.93,9.79,19.19,14.97,14.3,13.19,14.83,12.69,"RP11-26J3.4"
"12824","ENST00000379504","7_85_1606",1535,21.85,26.63,20,23.55,25.18,20.12,27,34.45,31.13,13.18,21.23,20.97,"TOM1L2"
"12825","ENST00000565396","5_2177_3149",973,21,25.5,29.83,11.83,15.33,7.67,14.5,10.17,9.5,13.17,5.33,8.67,NA
"12826","ENST00000320316","7_240_1437",1201,60.67,72.17,60.33,15.83,20.5,17.17,18.83,21,19.83,13.17,9,12.17,"PHF23"
"12827","ENST00000454255","6_124_1321",1201,60.67,72.17,60.33,15.33,20.5,17.17,18.83,21,19.83,13.17,9,12.17,"PHF23"
"12828","ENST00000288723","8_216_876",666,15.83,13.33,16.67,20,10.5,12.17,10.33,15.67,16.67,13.17,11,12.17,"RAB28"
"12829","ENST00000541586","5_147_1305",1168,57.42,69.75,66.42,56.08,66.58,67.75,36.08,33.5,35.42,13.17,15.83,15.08,"CCM2"
"12830","ENST00000370790","5_945_1671",734,4.17,8.58,3.17,9.33,4.58,6.33,5.67,6.25,8.25,13.17,17.08,15.33,"FAM122B"
"12831","ENST00000486347","5_85_814",737,4.17,8.58,3.17,9.33,4.58,6.33,5.67,6.25,8.25,13.17,17.08,15.33,"FAM122B"
"12832","ENST00000493333","5_233_1016",792,4.17,8.58,3.17,9.33,4.58,6.33,5.67,6.25,8.25,13.17,17.08,15.33,"FAM122B"
"12833","ENST00000449191","1_75_468",400,9.07,14.07,8.78,10.62,12.93,13.1,12.42,14.03,11.85,13.15,8.4,9.85,"UBE2F-SCLY"
"12834","ENST00000396617","7_2813_3395",583,3.85,4.35,2.4,6.5,3.75,4.6,10.65,11.7,9.45,13.1,15.8,16.65,"MKL1"
"12835","ENST00000458360","6_111_3213",3121,67.62,81.36,73,42.77,50.34,38.91,12.52,14.91,12.05,13.07,10.55,13.87,"ZMYND8"
"12836","ENST00000638938","1_883_1630",753,12.48,13.76,15.33,14.19,12.8,11.75,16.67,18.45,17.64,13.06,14.13,14.11,NA
"12837","ENST00000613533","4_3373_3895",527,12.5,19,11.5,22.5,12.5,18,19.5,14.5,11.5,13,6.5,8,"PER3"
"12838","ENST00000377346","8_376_3328",2974,165,200,188,156,140,139,37,36,27,13,11,21,"PIK3CD"
"12839","ENST00000339394","6_176_1502",1330,91,119,82,91,93,96,87,66,66,13,13,15,"SDC3"
"12840","ENST00000316459","4_378_1248",874,4.33,11.33,7,9,3.67,5.67,5.67,6,5.67,13,7.33,10,"ZBTB8A"
"12841","ENST00000521580","2_146_422",276,41,42,47,41,32,37,42,33,34,13,15,28,"SMIM12"
"12842","ENST00000372525","5_44_641",603,26,32,28,11,31,23,21,27,14,13,7,12,"C1orf50"
"12843","ENST00000357206","6_1205_4271",3082,72,68.5,69.5,67,67,55,26.5,37.5,24,13,9,10,"ZFYVE9"
"12844","ENST00000423207","6_1383_2649",1275,33,27,41,63,72,67,18,17,16,13,5,4,"PDE4B"
"12845","ENST00000369426","9_712_1114",402,5.33,11.67,15.83,12.67,9.83,8.17,4.17,13.67,10.5,13,5.33,12.67,"WARS2"
"12846","ENST00000271620","7_157_1516",1368,23.5,23.5,22.5,10,18.5,22.5,10,16,19.5,13,9.5,12,"PRUNE"
"12847","ENST00000367874","4_95_1100",1012,22,35,25,19,21,24,17,13,19,13,15,17,"TADA1"
"12848","ENST00000550078","2_1544_1703",161,9.5,8.5,11.5,9.5,12.5,9.5,12,7.5,11.5,13,4.5,12,"ZBED6"
"12849","ENST00000639812","1_888_1047",161,9.5,8.5,11.5,9.5,12.5,9.5,12,7.5,11.5,13,4.5,12,NA
"12850","ENST00000272139","4_236_1025",796,37,40,31,22,24,23,26,28,19,13,8,11,"C1orf35"
"12851","ENST00000366735","5_745_1129",386,20.5,31.5,25,24,26,17.5,21.5,28.5,31,13,10,17.5,"MRPL55"
"12852","ENST00000430433","5_290_782",495,21.5,31.5,25,24,27,18.5,21.5,30.5,32,13,11,17.5,"MRPL55"
"12853","ENST00000305943","7_756_1134",383,49,56,63,42,56,41,36,50,46,13,24,12,"RNF187"
"12854","ENST00000313519","9_883_1282",404,45,41,29,36,28,23,24,19,24,13,14,14,"SUV39H2"
"12855","ENST00000377252","4_884_2429",1560,3,1,5,3.5,5,2,7,6.5,7,13,10.5,11.5,"PLXDC2"
"12856","ENST00000339758","7_86_407",323,0.5,3,0.5,1.5,5,0,4.5,6.5,6,13,8,9,"DNAJC12"
"12857","ENST00000621663","4_493_823",334,34,33.5,37.5,29.5,38,28.5,32,29.5,35.5,13,13.5,14.5,"ANAPC16"
"12858","ENST00000361198","9_655_1750",1103,147,171,157,85,102,119,23,22,38,13,4,7,"LDB1"
"12859","ENST00000398250","5_353_1166",821,20,35,28,27,34,31,15,20,18,13,15,15,"PLPP4"
"12860","ENST00000338492","8_165_1881",1731,46,45,51,36,50,39,22,21,22,13,10,9,"DPYSL4"
"12861","ENST00000396847","7_237_1278",1046,24,21.67,24,23.67,23.67,17.33,22,24.33,19,13,16.33,13.33,"TRIM5"
"12862","ENST00000532063","5_162_282",123,26.67,27,27.67,35.67,36.67,33.67,41.33,40.33,40.33,13,13,19.33,"ILK"
"12863","ENST00000528205","1_909_1023",114,6.5,5.5,9.75,8.5,6.25,4.75,13.75,13.75,14.5,13,9.25,11,NA
"12864","ENST00000496634","2_47_1622",1583,6.5,15,14.5,10.5,12.5,7.5,12,12,20,13,11.5,18,"RP11-864I4.1"
"12865","ENST00000334205","8_66_2382",2334,83,120.5,102.5,89,91.5,95.5,57,70.5,65.5,13,11.5,13.5,"RPS6KA4"
"12866","ENST00000528057","5_89_2384",2313,83,120.5,102.5,89,91.5,95.5,57,70.5,65.5,13,11.5,13.5,"RPS6KA4"
"12867","ENST00000164133","6_1016_2114",1111,41,50,42,36,34,29,27,41,25,13,15,12,"PPP2R5B"
"12868","ENST00000421552","5_190_1816",1641,32,35.5,31,23,26.5,23.5,38.5,29.5,29.5,13,13.5,18.5,"KLC2"
"12869","ENST00000356404","7_1328_3959",2647,48.5,57.5,52,47.5,49.5,55,40.5,34.5,40.5,13,16.5,10.5,"PITPNM1"
"12870","ENST00000436757","6_1321_3949",2644,48.5,57.5,52,47.5,49.5,55,40.5,34.5,40.5,13,16.5,10.5,"PITPNM1"
"12871","ENST00000340353","11_203_1511",1323,15,9,14.5,14,12.5,7,6.5,12,10,13,9,15,"TMEM135"
"12872","ENST00000336139","8_421_2308",1892,18,18,14,23,11,8,11,13,7,13,10,4,"ZNF202"
"12873","ENST00000382518","5_437_1121",693,4.5,6.5,6.5,8,4.5,5,9.5,9.5,11.5,13,12.5,10.5,"CD9"
"12874","ENST00000389078","3_53_440",389,32,42,40,57,35,36,50,45,33,13,13,14,"H2AFJ"
"12875","ENST00000303145","11_88_2230",2155,11.83,18,10.17,15.67,13,9.17,6.83,9.83,7,13,9.67,10.17,"MDM1"
"12876","ENST00000343702","8_561_2334",1781,89,118,96,94,100,83,68,82,59,13,20,13,"NTN4"
"12877","ENST00000392979","7_362_3122",2786,22.5,14.5,21.5,21,22.5,18.5,18.5,10.5,14.5,13,8,10.5,"ANO4"
"12878","ENST00000544838","5_154_1648",1507,69,81,62,57,48,62,37,34,25,13,20,17,"TCHP"
"12879","ENST00000551765","5_44_452",413,10.5,13,11,17,12.5,11,16,15.5,13.5,13,9.5,7,"GATC"
"12880","ENST00000542440","5_432_5838",5422,54,84,77,24,16,28,12,18,12,13,25,12,"SETD1B"
"12881","ENST00000434748","2_1318_4156",2855,22,26,21,21,12,16,8,5,13,13,5,12,"FBRSL1"
"12882","ENST00000618534","4_630_1914",1296,26,21,13,21,20,23,13,12,14,13,17,18,"NEK3"
"12883","ENST00000298130","4_186_363",178,12,27,16,25,21,17,26,22,24,13,7,13,"SPTSSA"
"12884","ENST00000354313","7_290_1232",951,25.5,23.5,36.5,25,26,35,18,24,19,13,10,11.5,"ITPK1"
"12885","ENST00000413507","3_52_1159",1113,45.5,38.5,30,33,37,21,12,14.5,11,13,14.5,14,"LACTB"
"12886","ENST00000249842","7_358_1642",1286,25,19,18,15,27,10,25,17,18,13,3,17,"ISLR"
"12887","ENST00000542748","5_389_1892",1512,364.99,418.99,393.66,203.33,202.66,175.66,55.67,49,46.33,13,13.67,12.67,"SEMA7A"
"12888","ENST00000219611","6_364_3622",3270,122,122,127,50,44,50,29,33,37,13,11,12,"CAPN15"
"12889","ENST00000312251","7_447_1566",1127,28,33,20,28,23,28,22,32,36,13,13,37,"NAGPA"
"12890","ENST00000358201","8_758_2297",1550,59,88,81,64,67,76,38,40,36,13,19,22,"RABEP2"
"12891","ENST00000563197","5_1018_1750",740,54,80,80.5,72.5,53,73,32,33,41.5,13,11,16,"INO80E"
"12892","ENST00000245157","9_473_2585",2128,119,129,140,94,103,94,68,58,65,13,23,20,"BBS2"
"12893","ENST00000563953","5_436_736",304,23,31,23,24,19,17.5,26,19,23,13,17.5,21.5,"TMEM208"
"12894","ENST00000339507","9_831_2907",2094,40.5,44.5,37,37.5,37,21.5,17.5,24,19,13,13.5,16,"PRMT7"
"12895","ENST00000449359","7_128_2054",1943,35.5,42.5,34,33.5,36,19.5,16.5,21,19,13,12.5,14,"PRMT7"
"12896","ENST00000393640","8_2109_3159",1055,64,68,77,63,51,43,21,15,28,13,5,13,"ST3GAL2"
"12897","ENST00000575251","5_640_1096",460,10.5,16,9.5,11,8.5,14.5,10,16,17.5,13,4.5,10.5,"CYB5D2"
"12898","ENST00000299736","4_64_880",820,17,17,16,17,9,13,16,17,10,13,14,10,"CENPV"
"12899","ENST00000330927","4_156_1500",1344,105,118,94,83,117,118,26,39,34,13,7,11,"EVI2B"
"12900","ENST00000225916","9_604_2566",1977,30,41,46,19,27,33,19,8,22,13,14,13,"KAT2A"
"12901","ENST00000589334","5_317_1088",774,44,49,55,38,30,42,37,36,44,13,19,34,"TMEM101"
"12902","ENST00000300714","7_59_1634",1586,27,23,18,11,10,9,8,15,7,13,11,19,"ENTHD2"
"12903","ENST00000443185","6_631_3808",3181,39,25,35,22,16,24,7,6,6,13,6,7,"ZNF516"
"12904","ENST00000316757","3_349_1927",1587,30,49,44,38,51,36,18,31,35,13,4,12,"APBA3"
"12905","ENST00000242804","8_791_2465",1675,14,13,12,3,3,4,4,5,1,13,6,7,"ZNF442"
"12906","ENST00000597492","1_432_567",138,2,1.25,2,1.5,2.75,3.5,3.25,5.75,5.25,13,9.45,9.75,"ZNF738"
"12907","ENST00000334116","7_720_1986",1266,8,6.5,7.5,7.5,6.5,6,13.5,18.5,15,13,10.5,11.5,"ZNF529"
"12908","ENST00000585860","2_372_588",217,3,6,3,4.5,1.5,1.5,2.5,5,6,13,7.5,13,"CTC-454I21.3"
"12909","ENST00000390658","3_567_963",396,7,13,11,12,19,11,14,16,14,13,7,7,"EID2"
"12910","ENST00000347077","8_331_2725",2399,7,3,5,12,25,15,3,7,4,13,11,9,"ZNF546"
"12911","ENST00000221233","8_152_857",710,25,26,23,21,18,19,20,21,26,13,12,11,"EXOSC5"
"12912","ENST00000440177","6_303_1722",1421,81,86,81,26,33.5,29.5,12,12,14,13,10.5,10,"ERF"
"12913","ENST00000423777","6_576_1224",650,8,19,16,12,10,26,6,14,12,13,17,18,"ATF5"
"12914","ENST00000598513","5_152_1904",1754,4,10,8,10,12,6,12,6,10,13,20,12,"ZNF677"
"12915","ENST00000037869","7_80_494",416,40,42,42,35,24,20,21,25,22,13,14,10,"FAM136A"
"12916","ENST00000393473","6_603_1344",743,19,20,16,19,13,6,16,28,17,13,6,14,"LIPT1"
"12917","ENST00000409150","7_68_1319",1259,9,17,16,21,22,9,21,21,18,13,2,10,"NEMP2"
"12918","ENST00000337386","9_633_1923",1298,35.5,39,35.5,40,36.5,37,38,34.5,27.5,13,22.5,16,"NAB1"
"12919","ENST00000409641","5_290_1577",1295,35.5,39,35.5,40,36.5,37,38,34.5,27.5,13,22.5,16,"NAB1"
"12920","ENST00000392314","5_310_388",78,14,14,16,12,19,7,23,31,19,13,18,9,"TMEFF2"
"12921","ENST00000349938","8_195_2190",2016,20,26.5,29,26,27,25.5,28.5,23.5,26,13,13,10.5,"ARMC9"
"12922","ENST00000378827","4_1220_2408",1191,7,4,3,3,2,5,11,10,9,13,11,8,"BMP2"
"12923","ENST00000337227","8_77_635",562,34,47,39,46,37,34,21,32,21,13,15,19,"RBBP9"
"12924","ENST00000310450","8_88_421",339,11.42,15.92,18,13,17.58,14.5,16.5,16.92,13.67,13,13.75,15.92,"NAA20"
"12925","ENST00000374384","6_11_830",827,30.67,34.83,33.33,20,21.33,18.33,12.17,16,13.5,13,10,11.17,"UQCC1"
"12926","ENST00000543605","5_439_1324",892,44.5,45,42,49.5,50,49,37,40.5,33,13,9.5,10,"SLC35C2"
"12927","ENST00000370487","4_240_684",449,43,44,49,43,31,48,20,23,19,13,10,13,"MRGBP"
"12928","ENST00000397850","6_454_2761",2321,32,33,31,35,34,35,22,25,24,13,13,26,"ITGB2"
"12929","ENST00000319363","10_134_2732",2612,32.5,30,27.5,27,23.5,21,14.5,13,12,13,15.5,20,"IL17RA"
"12930","ENST00000612619","1_134_2630",2509,32.5,28,27.5,27,23.5,21,14.5,13,12,13,14.5,19,"IL17RA"
"12931","ENST00000335473","11_716_7952",7277,89,100.5,97.5,76.5,62.5,71.5,31.5,34.5,34.5,13,8,12.5,"MYO18B"
"12932","ENST00000407587","6_635_7874",7280,89,100.5,97.5,76.5,62.5,71.5,31.5,34.5,34.5,13,8,12.5,"MYO18B"
"12933","ENST00000639722","1_1698_3672",1992,31.75,44,35.25,42.25,34.5,37,54,42.75,37.5,13,18.5,24.5,NA
"12934","ENST00000280591","10_67_1309",1250,23,21,19.5,17.5,14,14.5,20.5,16.5,22,13,14,17,"TRNT1"
"12935","ENST00000434583","5_54_1356",1310,23,21,19.5,17.5,14,14.5,20.5,16.5,22,13,14,17,"TRNT1"
"12936","ENST00000622186","4_326_2186",1874,136,153,158,135,134,101,53,61,58,13,11,7,"SLC6A6"
"12937","ENST00000342462","4_261_1551",1290,14,16,14.5,11.5,20,12,30,27.5,29,13,14,27,"TMPPE"
"12938","ENST00000314529","10_771_1416",647,2,6,1,14,9,12,12,13,10,13,8,4,"ZNF620"
"12939","ENST00000232501","7_440_1580",1150,80,87,81,61,55,50,41,56,59,13,32,24,"NPRL2"
"12940","ENST00000264193","2_220_1582",1368,55,61,67,60,54,41,33,48,32,13,19,11,"CPOX"
"12941","ENST00000330689","5_524_1514",990,25,28,25,31,41,26,19,12,12,13,3,7,"WDR5B"
"12942","ENST00000392452","2_328_1795",1468,20,18,33,33,27,20,14,28,13,13,23,24,"MB21D2"
"12943","ENST00000407637","5_167_1271",1112,25,29.5,30.5,34,42,32,28,23.5,23,13,10,16,"HERC3"
"12944","ENST00000511685","5_854_1067",216,14,18,11,17,18,13,18,17,10,13,12,12,"TENM3"
"12945","ENST00000340635","10_1140_2604",1472,78,85,95,84,112,75,42,43,22,13,10,14,"PDE4D"
"12946","ENST00000618441","5_204_342",141,6,6,5,3.25,3.5,3.5,6.25,10.25,4.5,13,4,15,"MATR3"
"12947","ENST00000274811","8_526_1822",1305,20,33,19,23,17,10,13,8,9,13,22,34,"RNF44"
"12948","ENST00000512132","5_230_2831",2601,104,114,97,107,114,114,38,33,34,13,13,9,"ZFP62"
"12949","ENST00000380739","5_204_1341",1142,39,42,30,40,45,35,36,30,17,13,11,8,"SERPINB1"
"12950","ENST00000521654","6_1_1627",1633,44,52.5,53.5,47.5,40.5,54,13.5,19,13.5,13,7.5,14.5,"RNF217"
"12951","ENST00000399310","3_313_1204",898,6,3.5,2.5,6,6,5,7,12.5,10,13,6.5,11.5,"ISPD"
"12952","ENST00000432641","2_1135_1510",378,36,31,44,22,22,33,28,23,20,13,13,15,"SDHAF3"
"12953","ENST00000292377","3_169_1906",1746,6,5,6,6,3,4,3,6,9,13,8,7,"GPC2"
